 I3705 g2584
 g6832 g3598 I9050
 I5208 I5209 g3961
 I5196 I5197 g3957
 g3961 g3957 I5766
 g3259 I5226 I5227
 g3263 I5226 I5228
 I5227 I5228 g3968
 g49 g5662 I7527
 g3259 g3263 I5226
 g3677 g3425 g4049
 g161 g5370 I7223
 g161 I7223 I7224
 g3961 I5766 I5767
 g3907 g654 I5535
 g269 g2381 g2944
 g650 I4919 I4921
 g4221 I6026 I6028
 g188 g5377 I7244
 g3589 I5187 I5188
 g3705 I5269 I5270
 g6832 I9050 I9051
 g3598 I9050 I9052
 g478 I5307 I5308
 I2090 I2091 g1047
 g1047 g1044 I2506
 g1689 g729 I3445
 g1540 I3168 I3169
 g1534 I3168 I3170
 I2507 I2508 g1540
 g1540 g1534 I3168
 g69 g5674 I7555
 g69 I7555 I7556
 g3567 g3571 I5195
 g3567 I5195 I5196
 g74 I7562 I7563
 g5515 I7439 I7440
 g1047 I2506 I2507
 g504 I1994 I1995
 g1689 I3445 I3446
 g729 I3445 I3447
 g179 g5374 I7237
 g288 I3933 I3934
 g2473 I3933 I3935
 I3934 I3935 g2757
 g4708 g582 I6743
 g2292 I4182 I4183
 g5674 I7555 I7557
 g830 g341 I2299
 g830 I2299 I2300
 g3571 I5195 I5197
 g2015 g619 I4159
 g2021 g349 I3739
 g349 I3739 I3741
 g4762 I6659 I6660
 g3541 I6659 I6661
 g3714 g3719 I5257
 g766 g719 I2526
 g471 I5300 I5301
 g2255 I4203 I4204
 g5368 I7216 I7218
 g4236 g571 I6175
 g1691 g784 I3455
 g4504 g3541 I6499
 g4504 I6499 I6500
 g284 g2370 I3846
 g2294 g804 I4210
 g4541 I6473 I6474
 g578 I6473 I6475
 g284 I3846 I3847
 g2370 I3846 I3848
 I3847 I3848 g2698
 g980 g965 g1518
 g361 g5659 I7520
 g2846 g622 I4782
 g622 I4782 I4784
 g524 g248 I1951
 g524 I1951 I1952
 g478 g6192 I8201
 g478 I8201 I8202
 g508 g224 I1986
 g3836 I5759 I5760
 g3957 I5766 I5768
 g516 g236 I1969
 g516 I1969 I1970
 g5370 I7223 I7225
 g143 I7208 I7209
 g341 I2299 I2301
 g188 I7244 I7245
 g2021 I3739 I3740
 g4874 I6962 I6963
 g1691 I3455 I3456
 g784 I3455 I3457
 g1279 g1276 I3125
 g1279 I3125 I3126
 g1826 g135 I3398
 g135 I3398 I3400
 g2909 g646 I4526
 g2909 I4526 I4527
 g646 I4526 I4528
 g1997 g866 g2795
 g4236 I6175 I6176
 g571 I6175 I6177
 g170 g5372 I7230
 g111 I7432 I7433
 g1276 I3125 I3127
 g2267 I4233 I4234
 g798 I4233 I4235
 g3810 g628 I5782
 g628 I5782 I5784
 g64 g5672 I7548
 g5672 I7548 I7550
 g2853 g353 I4545
 g2853 I4545 I4546
 g3421 g625 I5292
 g625 I5292 I5294
 g512 I1978 I1979
 g230 I1978 I1980
 I1979 I1980 g937
 g3380 g4253 g4472
 g944 g941 g939 g1473
 g937 g930 g928 g1470
 g926 g950 g948 g1459
 g520 I1961 I1962
 I1962 I1963 g928
 g5194 g574 I7097
 g353 I4545 I4547
 g1570 g642 I3697
 g5364 g590 I7311
 g5364 I7311 I7312
 g602 I2108 I2109
 g610 I2108 I2110
 g532 g260 I2013
 g292 I4008 I4009
 g2568 I4008 I4010
 I4009 I4010 g2804
 g5649 g1076 g1535 g2068 g5863
 g528 g254 I2021
 g528 I2021 I2022
 g84 g5680 I7576
 g5546 g1585 g2084 g2916 g5688
 g791 I3188 I3190
 g289 g2497 I3952
 g64 I7548 I7549
 g84 I7576 I7577
 I5243 I5244 g3974
 g3974 g3968 I5647
 g512 g230 I1978
 g5377 I7244 I7246
 g2551 g139 I4150
 g1407 g2842 g3621
 g292 g2568 I4008
 g710 I2674 I2675
 g248 I1951 I1953
 I1952 I1953 g926
 g286 g2422 I3893
 g804 I4210 I4212
 g590 I7311 I7313
 g602 g610 I2108
 g3242 g3247 I5242
 g3247 I5242 I5244
 g54 g5666 I7534
 g5659 I7520 I7522
 g361 I7520 I7521
 g4199 g631 I6194
 g290 g2518 I3970
 g357 I4939 I4941
 I5258 I5259 g3979
 g59 g5669 I7541
 g59 I7541 I7542
 g918 g613 I2681
 g918 I2681 I2682
 g2294 I4210 I4211
 g2397 I3874 I3876
 g29 I2089 I2091
 g287 I3914 I3915
 g2846 I4782 I4783
 g5669 I7541 I7543
 g236 I1969 I1971
 I1970 I1971 g930
 g79 I7569 I7570
 g3421 I5292 I5293
 g598 I2244 I2246
 g4610 I6390 I6392
 g500 I2003 I2004
 g212 I2003 I2005
 I2004 I2005 g944
 g4541 g578 I6473
 I3875 I3876 g2719
 g6192 I8201 I8203
 g634 I2897 I2899
 g218 I1994 I1996
 I1995 I1996 g941
 g1044 I2506 I2508
 I3915 I3916 g2745
 g291 I3988 I3989
 I3989 I3990 g2791
 g6188 I8194 I8196
 g3719 I5257 I5259
 g996 g980 g1560
 I6186 I6187 g4610
 g3541 I6499 I6501
 g1826 I3398 I3399
 g1570 I3697 I3698
 g642 I3697 I3699
 g254 I2021 I2023
 I2022 I2023 g950
 g606 I4444 I4446
 g3810 I5782 I5783
 g197 g2381 g2940
 g3503 I5759 I5761
 g2518 I3970 I3972
 g5194 I7097 I7098
 g574 I7097 I7099
 g290 I3970 I3971
 I3971 I3972 g2780
 g3714 I5257 I5258
 g5676 I7562 I7564
 g3974 I5647 I5648
 g3968 I5647 I5649
 g3242 I5242 I5243
 g613 I2681 I2683
 g5680 I7576 I7578
 g3979 I5657 I5659
 g749 I4182 I4184
 g1802 g3167 g3528
 g2804 g2791 g2780 g3664
 g2769 g2757 g2745 g3656
 g2731 g2719 g2698 g3647
 g489 g1048 g1449
 g486 g943 g1418
 g1603 g1416 g1879
g4130 g678
g6823 g332
g6940 g123
g6102 g207
g4147 g695
g4841 g461
g6725 g18
g3232 g292
g4119 g331
g4141 g689
g6726 g24
g6507 g465
g6590 g84
g3231 g291
g5330 g676
g5147 g622
g4839 g117
g6105 g278
g5138 g128
g4122 g598
g6827 g554
g6745 g496
g6405 g179
g6729 g48
g6595 g590
g6826 g551
g4134 g682
g6599 g11
g4857 g606
g6406 g188
g5148 g646
g4117 g327
g6582 g361
g3229 g289
g5700 g398
g4136 g684
g4858 g619
g5876 g208
g3239 g248
g5698 g390
g5328 g625
g4133 g681
g4847 g437
g5877 g276
g6597 g3
g4120 g323
g3235 g224
g4137 g685
g6407 g43
g5470 g157
g6841 g282
g4149 g697
g6101 g206
g4844 g449
g4113 g118
g6504 g528
g3224 g284
g4855 g426
g4424 g634
g5582 g669
g6502 g520
g6107 g281
g5472 g175
g6602 g15
g5581 g631
g6587 g69
g4145 g693
g2585 g337
g4842 g457
g2586 g486
g1291 g471
g4118 g328
g3225 g285
g4853 g418
g4849 g402
g6512 g297
g3233 g212
g4851 g410
g4856 g430
g6854 g33
g1831 g662
g4843 g453
g6510 g269
g6591 g574
g4846 g441
g1288 g664
g5478 g349
g6840 g211
g6594 g586
g5580 g571
g6853 g29
g4840 g326
g4150 g698
g5490 g654
g6511 g293
g4142 g690
g4845 g445
g5694 g374
g6722 g6
g4139 g687
g5480 g357
g5697 g386
g6498 g504
g4126 g665
g5471 g166
g6505 g541
g6588 g74
g5475 g338
g4148 g696
g6501 g516
g6506 g536
g4135 g683
g5479 g353
g6824 g545
g3240 g254
g5476 g341
g3230 g290
g6721 g2
g3227 g287
g6925 g336
g5477 g345
g5489 g628
g4131 g679
g6727 g28
g4140 g688
g6842 g283
g4423 g613
g6723 g10
g6724 g14
g4132 g680
g6401 g143
g5491 g672
g4127 g667
g6278 g366
g6106 g279
g6744 g492
g6404 g170
g4138 g686
g3228 g288
g1289 g638
g4123 g602
g4658 g642
g5878 g280
g4125 g663
g4124 g610
g5874 g148
g6103 g209
g1294 g675
g1292 g478
g4115 g122
g6584 g54
g6596 g594
g3226 g286
g2587 g489
g4657 g616
g6589 g79
g3234 g218
g3238 g242
g6592 g578
g5473 g184
g4114 g119
g6800 g668
g5141 g139
g4854 g422
g6839 g210
g5699 g394
g3236 g230
g6601 g25
g5875 g204
g4425 g658
g5329 g650
g5695 g378
g6499 g508
g6825 g548
g5693 g370
g4850 g406
g3237 g236
g6497 g500
g6100 g205
g6509 g197
g4128 g666
g4116 g114
g6503 g524
g3241 g260
g6277 g111
g5139 g131
g6598 g7
g6600 g19
g4129 g677
g6593 g582
g6801 g485
g4426 g699
g5474 g193
g5140 g135
g5696 g382
g4852 g414
g4848 g434
g4659 g266
g6583 g49
g6402 g152
g4144 g692
g6104 g277
g6941 g127
g6403 g161
g6500 g512
g6508 g532
g6586 g64
g4146 g694
g4143 g691
g6720 g1
g6585 g59
 g89 g94 g98 g102 g107 g301 g306 g310 g314 g319 g557 g558 g559 g560 
 g2584 g3222 g3600 g4307 g4321 g4422 g4809 g5137 g5468 g5469 g5692
g561 g562 g563 g564 g705 g639 g567 g45 g42 g39 g702 g32 g38 g46 g36 g47 g40
g37 g41 g22 g44 g23
g6282 g6284 g6360 g6362 g6364 g6366 g6368 g6370 g6372 g6374 g6728 g1290 g4121
g4108 g4106 g4103 g1293 g4099 g4102 g4109 g4100 g4112 g4105 g4101 g4110 g4104
g4107 g4098
